State,State Code,Year of Death,Year of Death Code,Mother's Bridged Race/Hispanic Origin,Mother's Bridged Race/Hispanic Origin Code,Deaths,Births,Death Rate
Texas,48,2014,2014,Mexican,2148-5,737,138579,5.32
Texas,48,2014,2014,Puerto Rican,2180-8,16,2175,7.36 (Unreliable)
Texas,48,2014,2014,Central or South American,4,69,13111,5.26
Texas,48,2014,2014,Other and Unknown Hispanic,5,197,34745,5.67
Texas,48,2014,2014,Non-Hispanic White,6,698,140992,4.95
Texas,48,2014,2014,Non-Hispanic Black,7,506,47983,10.55
Texas,48,2014,2014,Non-Hispanic other races,8,99,20980,4.72
Texas,48,2014,2014,Origin unknown or not stated,9,12,349,34.38 (Unreliable)
Texas,48,2015,2015,Mexican,2148-5,749,140254,5.34
Texas,48,2015,2015,Central or South American,4,58,14668,3.95
Texas,48,2015,2015,Other and Unknown Hispanic,5,197,32908,5.99
Texas,48,2015,2015,Non-Hispanic White,6,690,140553,4.91
Texas,48,2015,2015,Non-Hispanic Black,7,502,49662,10.11
Texas,48,2015,2015,Non-Hispanic other races,8,76,21874,3.47
Texas,48,2015,2015,Origin unknown or not stated,9,16,372,43.01 (Unreliable)
Texas,48,2016,2016,Mexican,2148-5,711,137506,5.17
Texas,48,2016,2016,Puerto Rican,2180-8,14,2409,5.81 (Unreliable)
Texas,48,2016,2016,Central or South American,4,75,15324,4.89
Texas,48,2016,2016,Other and Unknown Hispanic,5,185,31839,5.81
Texas,48,2016,2016,Non-Hispanic White,6,661,136623,4.84
Texas,48,2016,2016,Non-Hispanic Black,7,519,49748,10.43
Texas,48,2016,2016,Non-Hispanic other races,8,93,22990,4.05
Texas,48,2016,2016,Origin unknown or not stated,9,15,293,51.19 (Unreliable)
Texas,48,2017,2017,Mexican,2148-5,730,128014,5.7
Texas,48,2017,2017,Puerto Rican,2180-8,18,2544,7.08 (Unreliable)
Texas,48,2017,2017,Central or South American,4,72,15583,4.62
Texas,48,2017,2017,Other and Unknown Hispanic,5,172,32618,5.27
Texas,48,2017,2017,Non-Hispanic White,6,627,129760,4.83
Texas,48,2017,2017,Non-Hispanic Black,7,497,49423,10.06
Texas,48,2017,2017,Non-Hispanic other races,8,87,22289,3.9
Texas,48,2017,2017,Origin unknown or not stated,9,23,362,63.54
Utah,49,2007,2007,Mexican,2148-5,41,6822,6.01
Utah,49,2007,2007,Non-Hispanic White,6,202,42839,4.72
Utah,49,2007,2007,Non-Hispanic other races,8,13,2440,5.33 (Unreliable)
Utah,49,2008,2008,Mexican,2148-5,39,7302,5.34
Utah,49,2008,2008,Non-Hispanic White,6,187,42746,4.37
Utah,49,2008,2008,Non-Hispanic other races,8,15,2479,6.05 (Unreliable)
Utah,49,2009,2009,Mexican,2148-5,44,6547,6.72
Utah,49,2009,2009,Non-Hispanic White,6,209,42386,4.93
Utah,49,2009,2009,Non-Hispanic other races,8,14,2175,6.44 (Unreliable)
Utah,49,2010,2010,Mexican,2148-5,27,5967,4.52
Utah,49,2010,2010,Non-Hispanic White,6,192,41473,4.63
Utah,49,2010,2010,Non-Hispanic other races,8,20,2139,9.35
Utah,49,2011,2011,Mexican,2148-5,32,5546,5.77
Utah,49,2011,2011,Non-Hispanic White,6,220,40860,5.38
Utah,49,2011,2011,Non-Hispanic other races,8,12,2105,5.70 (Unreliable)
Utah,49,2012,2012,Mexican,2148-5,25,5446,4.59
Utah,49,2012,2012,Non-Hispanic White,6,175,39984,4.38
Utah,49,2012,2012,Non-Hispanic other races,8,16,2220,7.21 (Unreliable)
Utah,49,2012,2012,Origin unknown or not stated,9,12,1114,10.77 (Unreliable)
Utah,49,2013,2013,Mexican,2148-5,24,5416,4.43
Utah,49,2013,2013,Non-Hispanic White,6,184,39401,4.67
Utah,49,2013,2013,Non-Hispanic other races,8,18,2185,8.24 (Unreliable)
Utah,49,2013,2013,Origin unknown or not stated,9,17,1106,15.37 (Unreliable)
Utah,49,2014,2014,Mexican,2148-5,38,5381,7.06
Utah,49,2014,2014,Non-Hispanic White,6,178,39433,4.51
Utah,49,2015,2015,Mexican,2148-5,30,5493,5.46
Utah,49,2015,2015,Non-Hispanic White,6,186,38473,4.83
Utah,49,2015,2015,Non-Hispanic other races,8,14,2244,6.24 (Unreliable)
Utah,49,2016,2016,Mexican,2148-5,26,5476,4.75
Utah,49,2016,2016,Central or South American,4,10,1358,7.36 (Unreliable)
Utah,49,2016,2016,Other and Unknown Hispanic,5,12,934,12.85 (Unreliable)
Utah,49,2016,2016,Non-Hispanic White,6,187,38356,4.88
Utah,49,2016,2016,Non-Hispanic other races,8,15,2314,6.48 (Unreliable)
Utah,49,2016,2016,Origin unknown or not stated,9,17,1172,14.51 (Unreliable)
Utah,49,2017,2017,Mexican,2148-5,34,5265,6.46
Utah,49,2017,2017,Non-Hispanic White,6,209,37110,5.63
Utah,49,2017,2017,Non-Hispanic Black,7,11,747,14.73 (Unreliable)
Utah,49,2017,2017,Non-Hispanic other races,8,17,2442,6.96 (Unreliable)
Vermont,50,2007,2007,Non-Hispanic White,6,29,6178,4.69
Vermont,50,2008,2008,Non-Hispanic White,6,26,6032,4.31
Vermont,50,2009,2009,Non-Hispanic White,6,36,5803,6.2
Vermont,50,2010,2010,Non-Hispanic White,6,26,5896,4.41
Vermont,50,2011,2011,Non-Hispanic White,6,28,5727,4.89
Vermont,50,2012,2012,Non-Hispanic White,6,23,5602,4.11
Vermont,50,2013,2013,Non-Hispanic White,6,24,5597,4.29
Vermont,50,2014,2014,Non-Hispanic White,6,28,5724,4.89
Vermont,50,2015,2015,Non-Hispanic White,6,24,5370,4.47
Vermont,50,2016,2016,Non-Hispanic White,6,15,5252,2.86 (Unreliable)
Vermont,50,2017,2017,Non-Hispanic White,6,23,5176,4.44
Virginia,51,2007,2007,Mexican,2148-5,25,3590,6.96
Virginia,51,2007,2007,Central or South American,4,60,9286,6.46
Virginia,51,2007,2007,Non-Hispanic White,6,345,62264,5.54
Virginia,51,2007,2007,Non-Hispanic Black,7,358,23763,15.07
Virginia,51,2007,2007,Non-Hispanic other races,8,38,7744,4.91
Virginia,51,2008,2008,Mexican,2148-5,13,3316,3.92 (Unreliable)
Virginia,51,2008,2008,Central or South American,4,56,8727,6.42
Virginia,51,2008,2008,Other and Unknown Hispanic,5,12,1305,9.20 (Unreliable)
Virginia,51,2008,2008,Non-Hispanic White,6,335,61454,5.45
Virginia,51,2008,2008,Non-Hispanic Black,7,271,23270,11.65
Virginia,51,2008,2008,Non-Hispanic other races,8,33,7539,4.38
Virginia,51,2009,2009,Mexican,2148-5,21,3174,6.62
Virginia,51,2009,2009,Central or South American,4,40,8441,4.74
Virginia,51,2009,2009,Non-Hispanic White,6,345,60405,5.71
Virginia,51,2009,2009,Non-Hispanic Black,7,287,23019,12.47
Virginia,51,2009,2009,Non-Hispanic other races,8,29,7720,3.76
Virginia,51,2009,2009,Origin unknown or not stated,9,10,227,44.05 (Unreliable)
Virginia,51,2010,2010,Mexican,2148-5,13,3009,4.32 (Unreliable)
Virginia,51,2010,2010,Puerto Rican,2180-8,12,898,13.36 (Unreliable)
Virginia,51,2010,2010,Central or South American,4,43,7816,5.5
Virginia,51,2010,2010,Non-Hispanic White,6,288,60375,4.77
Virginia,51,2010,2010,Non-Hispanic Black,7,311,22366,13.91
Virginia,51,2010,2010,Non-Hispanic other races,8,30,7689,3.9
Virginia,51,2011,2011,Mexican,2148-5,17,2963,5.74 (Unreliable)
Virginia,51,2011,2011,Central or South American,4,53,7723,6.86
Virginia,51,2011,2011,Non-Hispanic White,6,301,60370,4.99
Virginia,51,2011,2011,Non-Hispanic Black,7,261,21945,11.89
Virginia,51,2011,2011,Non-Hispanic other races,8,48,7652,6.27
Virginia,51,2012,2012,Mexican,2148-5,19,3151,6.03 (Unreliable)
Virginia,51,2012,2012,Central or South American,4,23,5085,4.52
Virginia,51,2012,2012,Other and Unknown Hispanic,5,13,3386,3.84 (Unreliable)
Virginia,51,2012,2012,Non-Hispanic White,6,294,59991,4.9
Virginia,51,2012,2012,Non-Hispanic Black,7,264,21980,12.01
Virginia,51,2012,2012,Non-Hispanic other races,8,46,7994,5.75
Virginia,51,2013,2013,Mexican,2148-5,20,3031,6.6
Virginia,51,2013,2013,Central or South American,4,23,4041,5.69
Virginia,51,2013,2013,Other and Unknown Hispanic,5,25,4646,5.38
Virginia,51,2013,2013,Non-Hispanic White,6,275,59280,4.64
Virginia,51,2013,2013,Non-Hispanic Black,7,248,21919,11.31
Virginia,51,2013,2013,Non-Hispanic other races,8,28,7720,3.63
Virginia,51,2014,2014,Mexican,2148-5,14,3135,4.47 (Unreliable)
Virginia,51,2014,2014,Central or South American,4,19,4198,4.53 (Unreliable)
Virginia,51,2014,2014,Other and Unknown Hispanic,5,20,4765,4.2
Virginia,51,2014,2014,Non-Hispanic White,6,273,59885,4.56
Virginia,51,2014,2014,Non-Hispanic Black,7,223,21623,10.31
Virginia,51,2014,2014,Non-Hispanic other races,8,24,8157,2.94
Virginia,51,2015,2015,Mexican,2148-5,16,3028,5.28 (Unreliable)
Virginia,51,2015,2015,Puerto Rican,2180-8,10,1224,8.17 (Unreliable)
Virginia,51,2015,2015,Central or South American,4,13,4331,3.00 (Unreliable)
Virginia,51,2015,2015,Other and Unknown Hispanic,5,16,5136,3.12 (Unreliable)
Virginia,51,2015,2015,Non-Hispanic White,6,291,59244,4.91
Virginia,51,2015,2015,Non-Hispanic Black,7,224,21777,10.29
Virginia,51,2015,2015,Non-Hispanic other races,8,35,8223,4.26
Virginia,51,2016,2016,Mexican,2148-5,16,3032,5.28 (Unreliable)
Virginia,51,2016,2016,Central or South American,4,19,4529,4.20 (Unreliable)
Virginia,51,2016,2016,Other and Unknown Hispanic,5,21,5281,3.98
Virginia,51,2016,2016,Non-Hispanic White,6,279,58130,4.8
Virginia,51,2016,2016,Non-Hispanic Black,7,215,21288,10.1
Virginia,51,2016,2016,Non-Hispanic other races,8,40,8497,4.71
Virginia,51,2017,2017,Central or South American,4,23,4263,5.4
Virginia,51,2017,2017,Other and Unknown Hispanic,5,30,5466,5.49
Virginia,51,2017,2017,Non-Hispanic White,6,269,56219,4.78
Virginia,51,2017,2017,Non-Hispanic Black,7,209,21670,9.64
Virginia,51,2017,2017,Non-Hispanic other races,8,45,8306,5.42
Washington,53,2007,2007,Mexican,2148-5,62,13621,4.55
Washington,53,2007,2007,Non-Hispanic White,6,238,56310,4.23
Washington,53,2007,2007,Non-Hispanic Black,7,34,3816,8.91
Washington,53,2007,2007,Non-Hispanic other races,8,53,10015,5.29
Washington,53,2007,2007,Origin unknown or not stated,9,34,1980,17.17
Washington,53,2008,2008,Mexican,2148-5,88,13971,6.3
Washington,53,2008,2008,Other and Unknown Hispanic,5,13,1783,7.29 (Unreliable)
Washington,53,2008,2008,Non-Hispanic White,6,283,57060,4.96
Washington,53,2008,2008,Non-Hispanic Black,7,34,3961,8.58
Washington,53,2008,2008,Non-Hispanic other races,8,47,10259,4.58
Washington,53,2008,2008,Origin unknown or not stated,9,18,1688,10.66 (Unreliable)
Washington,53,2009,2009,Mexican,2148-5,65,13630,4.77
Washington,53,2009,2009,Other and Unknown Hispanic,5,15,1944,7.72 (Unreliable)
Washington,53,2009,2009,Non-Hispanic White,6,270,56567,4.77
Washington,53,2009,2009,Non-Hispanic Black,7,24,4084,5.88
Washington,53,2009,2009,Non-Hispanic other races,8,47,10200,4.61
Washington,53,2010,2010,Mexican,2148-5,63,12874,4.89
Washington,53,2010,2010,Non-Hispanic White,6,233,55083,4.23
Washington,53,2010,2010,Non-Hispanic Black,7,26,4087,6.36
Washington,53,2010,2010,Non-Hispanic other races,8,46,9943,4.63
Washington,53,2011,2011,Mexican,2148-5,45,12305,3.66
Washington,53,2011,2011,Other and Unknown Hispanic,5,15,2123,7.07 (Unreliable)
Washington,53,2011,2011,Non-Hispanic White,6,226,55084,4.1
Washington,53,2011,2011,Non-Hispanic Black,7,39,4303,9.06
Washington,53,2011,2011,Non-Hispanic other races,8,48,10328,4.65
Washington,53,2011,2011,Origin unknown or not stated,9,18,1285,14.01 (Unreliable)
Washington,53,2012,2012,Mexican,2148-5,57,12077,4.72
Washington,53,2012,2012,Non-Hispanic White,6,276,55364,4.99
Washington,53,2012,2012,Non-Hispanic Black,7,37,4349,8.51
Washington,53,2012,2012,Non-Hispanic other races,8,59,10976,5.38
Washington,53,2012,2012,Origin unknown or not stated,9,21,1014,20.71
Washington,53,2013,2013,Mexican,2148-5,42,11736,3.58
Washington,53,2013,2013,Other and Unknown Hispanic,5,15,2133,7.03 (Unreliable)
Washington,53,2013,2013,Non-Hispanic White,6,226,54779,4.13
Washington,53,2013,2013,Non-Hispanic Black,7,39,4521,8.63
Washington,53,2013,2013,Non-Hispanic other races,8,53,10787,4.91
Washington,53,2014,2014,Mexican,2148-5,60,11873,5.05
Washington,53,2014,2014,Other and Unknown Hispanic,5,12,2081,5.77 (Unreliable)
Washington,53,2014,2014,Non-Hispanic White,6,226,55872,4.04
Washington,53,2014,2014,Non-Hispanic Black,7,39,4659,8.37
Washington,53,2014,2014,Non-Hispanic other races,8,43,11337,3.79
Washington,53,2015,2015,Mexican,2148-5,56,12062,4.64
Washington,53,2015,2015,Non-Hispanic White,6,247,55352,4.46
Washington,53,2015,2015,Non-Hispanic Black,7,40,4619,8.66
Washington,53,2015,2015,Non-Hispanic other races,8,52,11546,4.5
Washington,53,2015,2015,Origin unknown or not stated,9,21,1400,15
Washington,53,2016,2016,Mexican,2148-5,52,12610,4.12
Washington,53,2016,2016,Non-Hispanic White,6,224,55027,4.07
Washington,53,2016,2016,Non-Hispanic Black,7,32,4780,6.69
Washington,53,2016,2016,Non-Hispanic other races,8,51,12284,4.15
Washington,53,2016,2016,Origin unknown or not stated,9,16,1881,8.51 (Unreliable)
Washington,53,2017,2017,Mexican,2148-5,45,12011,3.75
Washington,53,2017,2017,Non-Hispanic White,6,181,52368,3.46
Washington,53,2017,2017,Non-Hispanic Black,7,43,4886,8.8
Washington,53,2017,2017,Non-Hispanic other races,8,42,12044,3.49
Washington,53,2017,2017,Origin unknown or not stated,9,16,2291,6.98 (Unreliable)
West Virginia,54,2007,2007,Non-Hispanic White,6,147,20682,7.11
West Virginia,54,2007,2007,Non-Hispanic Black,7,10,778,12.85 (Unreliable)
West Virginia,54,2008,2008,Non-Hispanic White,6,154,20212,7.62
West Virginia,54,2009,2009,Non-Hispanic White,6,153,19965,7.66
West Virginia,54,2010,2010,Non-Hispanic White,6,145,19236,7.54
West Virginia,54,2011,2011,Non-Hispanic White,6,127,19497,6.51
West Virginia,54,2012,2012,Non-Hispanic White,6,140,19548,7.16
West Virginia,54,2013,2013,Non-Hispanic White,6,143,19542,7.32
West Virginia,54,2013,2013,Non-Hispanic Black,7,10,746,13.40 (Unreliable)
West Virginia,54,2014,2014,Non-Hispanic White,6,133,18860,7.05
West Virginia,54,2015,2015,Non-Hispanic White,6,124,18442,6.72
West Virginia,54,2015,2015,Non-Hispanic Black,7,11,698,15.76 (Unreliable)
West Virginia,54,2016,2016,Non-Hispanic White,6,123,17621,6.98
West Virginia,54,2017,2017,Non-Hispanic White,6,118,17159,6.88
West Virginia,54,2017,2017,Non-Hispanic Black,7,10,754,13.26 (Unreliable)
Wisconsin,55,2007,2007,Mexican,2148-5,38,5663,6.71
Wisconsin,55,2007,2007,Non-Hispanic White,6,289,54542,5.3
Wisconsin,55,2007,2007,Non-Hispanic Black,7,105,7237,14.51
Wisconsin,55,2007,2007,Non-Hispanic other races,8,29,4046,7.17
Wisconsin,55,2008,2008,Mexican,2148-5,38,5726,6.64
Wisconsin,55,2008,2008,Non-Hispanic White,6,313,53812,5.82
Wisconsin,55,2008,2008,Non-Hispanic Black,7,101,7241,13.95
Wisconsin,55,2008,2008,Non-Hispanic other races,8,38,4137,9.19
Wisconsin,55,2009,2009,Mexican,2148-5,34,5594,6.08
Wisconsin,55,2009,2009,Non-Hispanic White,6,260,52462,4.96
Wisconsin,55,2009,2009,Non-Hispanic Black,7,100,7288,13.72
Wisconsin,55,2009,2009,Non-Hispanic other races,8,26,4110,6.33
Wisconsin,55,2010,2010,Mexican,2148-5,24,5275,4.55
Wisconsin,55,2010,2010,Non-Hispanic White,6,254,51038,4.98
Wisconsin,55,2010,2010,Non-Hispanic Black,7,96,6861,13.99
Wisconsin,55,2010,2010,Non-Hispanic other races,8,20,4002,5
Wisconsin,55,2011,2011,Mexican,2148-5,30,4991,6.01
Wisconsin,55,2011,2011,Non-Hispanic White,6,265,50500,5.25
Wisconsin,55,2011,2011,Non-Hispanic Black,7,87,6592,13.2
Wisconsin,55,2011,2011,Non-Hispanic other races,8,28,3938,7.11
Wisconsin,55,2012,2012,Mexican,2148-5,23,4991,4.61
Wisconsin,55,2012,2012,Non-Hispanic White,6,242,49730,4.87
Wisconsin,55,2012,2012,Non-Hispanic Black,7,87,6696,12.99
Wisconsin,55,2012,2012,Non-Hispanic other races,8,22,4147,5.31
Wisconsin,55,2013,2013,Mexican,2148-5,24,4859,4.94
Wisconsin,55,2013,2013,Non-Hispanic White,6,243,49357,4.92
Wisconsin,55,2013,2013,Non-Hispanic Black,7,106,6708,15.8
Wisconsin,55,2013,2013,Non-Hispanic other races,8,34,3998,8.5
Wisconsin,55,2014,2014,Mexican,2148-5,17,4537,3.75 (Unreliable)
Wisconsin,55,2014,2014,Non-Hispanic White,6,243,49440,4.92
Wisconsin,55,2014,2014,Non-Hispanic Black,7,89,7063,12.6
Wisconsin,55,2014,2014,Non-Hispanic other races,8,18,4105,4.38 (Unreliable)
Wisconsin,55,2015,2015,Mexican,2148-5,26,4761,5.46
Wisconsin,55,2015,2015,Non-Hispanic White,6,210,49024,4.28
Wisconsin,55,2015,2015,Non-Hispanic Black,7,103,7098,14.51
Wisconsin,55,2015,2015,Non-Hispanic other races,8,35,4073,8.59
Wisconsin,55,2016,2016,Mexican,2148-5,19,4555,4.17 (Unreliable)
Wisconsin,55,2016,2016,Non-Hispanic White,6,266,48591,5.47
Wisconsin,55,2016,2016,Non-Hispanic Black,7,104,7124,14.6
Wisconsin,55,2016,2016,Non-Hispanic other races,8,21,4119,5.1
Wisconsin,55,2017,2017,Mexican,2148-5,32,4387,7.29
Wisconsin,55,2017,2017,Non-Hispanic White,6,206,46955,4.39
Wisconsin,55,2017,2017,Non-Hispanic Black,7,118,7407,15.93
Wisconsin,55,2017,2017,Non-Hispanic other races,8,41,3937,10.41
Wyoming,56,2007,2007,Non-Hispanic White,6,40,6361,6.29
Wyoming,56,2008,2008,Non-Hispanic White,6,39,6421,6.07
Wyoming,56,2009,2009,Non-Hispanic White,6,37,6353,5.82
Wyoming,56,2010,2010,Non-Hispanic White,6,36,6047,5.95
Wyoming,56,2011,2011,Non-Hispanic White,6,43,6072,7.08
Wyoming,56,2012,2012,Non-Hispanic White,6,32,6155,5.2
Wyoming,56,2013,2013,Non-Hispanic White,6,29,6136,4.73
Wyoming,56,2014,2014,Non-Hispanic White,6,39,6258,6.23
Wyoming,56,2015,2015,Non-Hispanic White,6,30,6196,4.84
Wyoming,56,2016,2016,Non-Hispanic White,6,25,5834,4.29
Wyoming,56,2017,2017,Non-Hispanic White,6,27,5509,4.9
